"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"999";"Tunnelobject";"Tunnelobject";"1759a15a-e759-4abc-9fbb-1bd85bea382c";"EAID_906C9BA6_762D_4B15_94A3_6D8F2D8B922";"business-object";"class";"";"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang dat essentieel is voor de constructie.";"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang dat essentieel is voor de constructie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1759a15a-e759-4abc-9fbb-1bd85bea382c";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1000";"";"Type Verzoek";"";"EAID_AC018290_7C62_49bd_A664_8A578EE97AFE";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"1001";"";"TypeAdresseerbaarObject";"";"EAID_3DD4320F_CA3A_40c9_BB16_40064717EC8B";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"1002";"";"TypeAdresseerbaarObject";"";"EAID_8C51DCF1_E81C_4590_88B2_EE5661B15F9A";"";"enumeration";"";"";"";"";"<memo>";"";"";"";"";"";"";"";"99 Kern > BAG";"";"09072026-00:43:48"
"1003";"";"TypeMaatregel";"";"EAID_24C282CF_327C_224C_ED18_26EBD163ADFF";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Normafwijking";"";"09072026-00:43:48"
"1004";"";"TypeMonument";"";"EAID_5C808AC9_CB09_4f4d_813E_821829856BA8";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Erfgoed > Monumenten";"";"09072026-00:43:48"
"1005";"";"TypeNormafwijking";"";"EAID_0A07D319_79DD_744C_0EAB_26EBD163528A";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Normafwijking";"";"09072026-00:43:48"
"1006";"";"Uitbreiding Zorgmelding";"";"EAID_D48AC65E_964F_47dc_A520_9C84326670A6";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1007";"Uitgever";"Uitgever";"0d7e9bb5-b865-4599-aa6d-6cac9fd2185b";"EAID_59CF7225_3D61_42e2_A399_7EB13450D97D";"business-object";"class";"business-role";"De hoedanigheid van degene die iets op de markt brengt of uitgeeft.";"Iemand die iets op de markt brengt; iemand die iets uitgeeft";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0d7e9bb5-b865-4599-aa6d-6cac9fd2185b";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"1008";"";"Uitkering";"";"EAID_079F0BBE_0EBA_3EFE_32BE_293A6C49F9DC";"";"class";"";"";"Een persoon kan inkomsten hebben uit uitkering.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1009";"";"UitkeringsRun";"id-f787184d-3aa8-4132-96c4-23a363c3c1b7";"EAID_F787184D_3AA8_4132_96C4_23A363C3C1B7";"";"class";"";"";"Een *UitkeringsRun* is een geautomatiseerde verwerking in een financieel of administratief systeem waarbij **een groep uitkeringen of betalingen tegelijk wordt berekend en uitgevoerd** als onderdeel van een periodieke batch-verwerking.";"";"In financiële systemen en salaris-/uitkeringsadministraties verwijst een *run* naar het **proces van uitvoeren van een set berekeningen en betalingen** op een gepland moment (bijv. maandelijks of wekelijks). Een *uitkeringsrun* omvat normaliter:  
- het verzamelen van de gegevens van de uitkeringsgerechtigden;  
- het toepassen van berekeningsregels (zoals hoogte, inhoudingen en rechten);  
- het genereren van betaalopdrachten of journaling in het financiële systeem;  
- en het klaarmaken of uitvoeren van de daadwerkelijke betaling.  
Dit is vergelijkbaar met **betaling- of payroll runs** in financiële systemen waarmee organisaties periodiek meerdere betalingen bundelen en verwerken.";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"1010";"";"UitkomstLeerbaarheidstoets";"";"EAID_D736A972_6151_47ed_86CD_FBA92F15189A";"";"enumeration";"";"";"";"";"<memo>";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"1011";"";"Uitlaatconstructie";"";"EAID_A5EEDFA7_48FF_4E7F_B5BF_4A809130A3D";"";"class";"";"";"Het eindpunt van een rioolleiding waar uitstroming van afvalwater uit het rioolstelsel naar het oppervlaktewater mogelijk is.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1012";"Uitnodiging";"Uitnodiging";"16b98915-5c5e-4933-bfc0-9db634c47acb";"EAID_BB182A6F_6935_4702_ABEA_B96E32A40B02";"business-object";"class";"";"Een verzoek om iets bij te wonen.";"Een verzoek om iets bij te wonen.";"";"";"Invitatie";"Invitatie";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-16b98915-5c5e-4933-bfc0-9db634c47acb";"";"";"9 Interne Organisatie > Inkoop";"";"09072026-00:43:48"
"1013";"Uitschrijving";"Uitschrijving";"b83efc57-9184-4405-8c23-fbcabe7577b4";"EAID_133AF611_9FA0_4a09_BF12_74C5FA5F6F60";"business-object";"class";"business-object";"Beeindiging van een inschrijving van een leerling bij een school";"Beeindiging van een inschrijving van een leerling bij een school";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-b83efc57-9184-4405-8c23-fbcabe7577b4";"";"";"4 Onderwijs > Onderwijs";"";"09072026-00:43:48"
"1014";"";"Uitsluitingsgrond";"";"EAID_15A983E0_2529_75FE_4ED9_281C3303D234";"";"class";"";"";"Gronden waarop de klant in een situatie verkeert die maakt dat er per definitie geen recht op een dienst c.q. uitkering bestaat. Dit maakt een uitsluitingsgrond een verbijzondering van een voorwaarde.";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"1015";"";"Uitstel aflossing";"";"EAID_74e47f85_a936_43c0_8ef2_1605bdb5efed";"";"class";"";"";"Er kunnen redenen zijn om het aflossingsplan te pauseren. Zie de opties bij het attribuut Reden uitstel.Het volgende geldt:Uitstel van aflossing grijpt aan op alle afspraken in het aflossingsplan.Uitstel leidt tot termijnbewaking om de medewerker er op te attenderen of het uitstel nog aan de orde zou moeten zijn.De termijn in de termijnbewaking kan verschillen per reden van uitstel.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"1016";"";"Uitstroom";"id-42d33289-422a-4d94-be6b-44b34cc230b5";"EAID_42D33289_422A_4d94_BE6B_44B34CC230B5";"";"class";"";"";"Het betreft hier de gegevens die worden vastgelegd bij uitstroom en dus be&#235;indiging van een schuldhulptraject.";"";"";"";"";"";"";"";"";"";"Schulden > Schuldhulpverlening";"";"09072026-00:43:48"
"1017";"UitvoerderGraafwerkzaamheden";"Uitvoerder Graafwerkzaamheden";"6f57464b-d011-4a75-afe8-a69b543c042b";"EAID_BBE1DC54_1482_4650_BB7F_930DDB823E09";"business-object";"class";"";"Degene die op de bouwlocatie van een project de leiding heeft met betrekking tot de graafwerkzaamheden";"Degene die op de bouwlocatie van een project de leiding heeft met betrekking tot de graafwerkzaamheden";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-6f57464b-d011-4a75-afe8-a69b543c042b";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1018";"UitvoerendeInstantie";"Uitvoerende instantie";"b102f55a-581c-40da-836c-9ce8bdaba245";"EAID_1B3A22D3_E2BA_440a_A2FD_B3D322FB1171";"business-object";"class";"";"Onderdeel van het bevoegd gezag dat uitvoering geeft aan wetten en besluiten";"Onderdeel van het bevoegd gezag dat uitvoering geeft aan wetten en besluiten";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-b102f55a-581c-40da-836c-9ce8bdaba245";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"1019";"Uitvoeringsregel";"Uitvoeringsregel";"0833a871-2597-43ea-90e9-a0c4b5f53572";"EAID_1528D03C_4F22_4d6b_A44F_605802C195C4";"business-object";"class";"";"De uitvoeringsregels bepalen hoe de benodigde gegevens (input data) wordt uitgevraagd. Dit kan op verschillende manieren gebeuren zoals een vraag aan een initiatiefnemer of een bevraging van een registratie.";"De uitvoeringsregels bepalen hoe de benodigde gegevens (input data) wordt uitgevraagd. Dit kan op verschillende manieren gebeuren zoals een vraag aan een initiatiefnemer of een bevraging van een registratie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0833a871-2597-43ea-90e9-a0c4b5f53572";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"1020";"";"Uren";"";"EAID_93165DEC_ECB7_4225_9484_E1727524A1B5";"";"class";"";"";"Aantal besteedde uren aan een activiteit";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1021";"";"VLogInfo";"";"EAID_E4EEBD4D_A41E_4c9d_8099_CDA45BFF0056";"";"class";"";"";"V-log is een open standaard voor datalogging van een verkeersregelinstallatie.";"";"";"";"";"";"";"";"";"";"2 Verkeer, Vervoer en Waterstaat > Mobiliteit";"";"09072026-00:43:48"
"1022";"VOMAanvraagOfMelding";"VOMAanvraagOfMelding";"f10ba880-2051-4fd8-8495-f34f1a617dc0";"EAID_44B26957_BAA4_41c2_ABBF_CC1AC91D30D6";"business-object";"class";"";"VOM staat voor Vergunning, Ontheffing of Melding. Het betreft hier een melding of een aanvraag voor een vergunning of een ontheffing.";"VOM staat voor Vergunning, Ontheffing of Melding. Het betreft hier een melding of een aanvraag voor een vergunning of een ontheffing.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f10ba880-2051-4fd8-8495-f34f1a617dc0";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"1023";"VTH-Melding";"VTH-Melding";"44f31c7d-6347-4e52-a809-c48563f4b7f1";"EAID_E9AEF0A9_11BC_4d2a_BC48_FB77F04EF9A6";"business-object";"class";"";"Melding met betrekking tot Vergunningen, Toezicht en Handhaving";"Melding met betrekking tot Vergunningen, Toezicht en Handhaving";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-44f31c7d-6347-4e52-a809-c48563f4b7f1";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"1024";"";"VTHAanvraagOfMelding";"";"EAID_EAC249B9_13F7_472b_A971_05ED32006F04";"";"class";"";"";"VTH staat voor Vergunning, Toezicht en Handhaving. Het betreft hier een melding of een aanvraag voor een vergunning of een melding voor Toezicht en/of Handhaving.";"";"";"";"";"";"";"";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"1025";"VTH-zaak";"VTHzaak";"0080f5e8-d0d2-4a34-816d-24c8ec6b185a";"EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D";"business-object";"class";"business-object";"Een VTHzaak is een zaak of dossier binnen de gemeentelijke administratie die betrekking heeft op vergunningverlening, toezicht en handhaving (VTH) van regels en voorschriften in de fysieke leefomgeving.";"Een *VTHzaak* is een zaak of dossier binnen de gemeentelijke administratie die betrekking heeft op **vergunningverlening, toezicht en handhaving (VTH)** van regels en voorschriften in de fysieke leefomgeving.";"";"*VTH* staat voor *Vergunningverlening, Toezicht en Handhaving*, de samenhangende taken waarmee gemeenten (en bevoegde overheden) controleren of activiteiten voldoen aan wettelijke eisen, vergunningen verlenen, toezicht houden en handhavend optreden bij overtredingen van regels. Een *VTHzaak* is het **geautomatiseerde of administratieve traject** waarin een specifieke melding, aanvraag, controle, overtreding of handhavingsactie wordt behandeld en geregistreerd. Dit kan bijvoorbeeld gaan over een omgevingsvergunning, een melding van overtreding, inspectieresultaten of een handhavingsbesluit in het kader van het omgevings-, milieu- of bouwrecht.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-0080f5e8-d0d2-4a34-816d-24c8ec6b185a";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"1026";"";"Vaardigheidsvaststelling";"";"EAID_A1912CA8_11EA_4d8a_A5FB_C5F98F521367";"";"class";"";"";"Het proces waarin specifieke vaardigheden van een persoon worden beoordeeld of gemeten, vaak ter ondersteuning van een werkprofiel of plaatsingsbeslissing.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"1027";"Woonboot";"Vaartuig";"3d86eebe-43ff-498e-9f8c-7c77a35f8730";"EAID_D12123D3_D62D_4978_B7D4_8405F00A0D6A";"business-object";"class";"business-object";"Een zee- of binnenvaartuig, tot de vaart gebruikt of bestemd, daaronder begrepen drijvende werktuigen, zoals baggerwerktuigen, kranen, bokken, elevators, alsmede woonschepen, glijboten en ponten.";"Een zee- of binnenvaartuig, tot de vaart gebruikt of bestemd, daaronder begrepen drijvende werktuigen, zoals baggerwerktuigen, kranen, bokken, elevators, alsmede woonschepen, glijboten en ponten.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3d86eebe-43ff-498e-9f8c-7c77a35f8730";"";"Woonark, Varend schip, Historisch schip, Schark";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"1028";"Vacature";"Vacature";"bd6c1561-9387-409b-a16b-99e79492ad3d";"EAID_DC978807_5F36_4148_B816_D6886D026DD8";"business-object";"class";"business-object";"Een arbeidsplaats binnen een bedrijf of organisatie die nog gevuld dient te worden door werkzoekenden.";"Een arbeidsplaats binnen een bedrijf of organisatie die nog gevuld dient te worden door werkzoekenden.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-bd6c1561-9387-409b-a16b-99e79492ad3d";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1029";"";"Vakantiegeld";"";"EAID_24B39342_7142_86B3_3DBD_293A7780A28B";"";"class";"";"";"Een persoon kan inkomsten hebben uit vakantiegeld.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1030";"";"Valuta";"";"EAID_ABC4F2A1_A1C6_4db4_9227_4D7D63C5F94E";"";"class";"";"";"De hoedanigheid van tot een bepaalde natie te behoren.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1031";"";"Valutasoort";"";"EAID_DC6C8DCB_EE07_4e2b_9087_648BD0D0D473";"";"class";"";"";"De mogelijke munteenheden waarin een geldbedrag kan worden uitgedrukt conform de waardelijst Valutasoort van het Kadaster";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1032";"Vastgoedcontract";"Vastgoed Contract";"44e5cb64-556a-4b36-9b4e-a2c8e61345ed";"EAID_1C84E4B6_1BB5_4a0d_A945_FFFDFDFB544B";"business-object";"class";"contract";"Een contract is een afspraak tussen 2 of meer partijen.";"Een contract is een afspraak tussen 2 of meer partijen. Sluit u een contract, dan moet u een bepaalde prestatie leveren of u heeft recht op een prestatie. Een ander woord voor een contract is een overeenkomst. Daarnaast komt de term overeenkomst van opdracht ook voor.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-44e5cb64-556a-4b36-9b4e-a2c8e61345ed";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"1033";"";"Vastgoedcontractregel";"";"EAID_1C25D70B_AE22_4654_9190_2F55272D9BE6";"";"class";"";"";"ONderdeel van een vastgoedcontract";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"1034";"Vastgoedobject";"Vastgoedobject";"ac9bd49c-9861-44f3-adff-ffa256a08111";"EAID_28A6F2AC_5AB1_4f25_8876_931152CA28E0";"business-object";"class";"business-object";"Perceel of vastgoed waar de gemeente een zakelijk recht heeft, en optioneel verhuurd, verpacht of anderzinds aan een derde partij.";"Perceel of vastgoed waar de gemeente een zakelijk recht heeft, en optioneel verhuurd, verpacht of anderzinds aan een derde partij.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-ac9bd49c-9861-44f3-adff-ffa256a08111";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"1035";"Vegetatieobject";"Vegetatieobject";"0f538a2f-8478-4b4f-a2f8-50ab28f54ea6";"EAID_761406D1_87BC_4DC1_B1B7_BD3BB7AB54A";"business-object";"class";"";"Verzamelobject van alle vegetatieobjecten - niveau 2";"Verzamelobject van alle vegetatieobjecten - niveau 2";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0f538a2f-8478-4b4f-a2f8-50ab28f54ea6";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1036";"";"Vegetatieobject";"";"EAID_9980DF6D_0C86_4039_8400_C54DAC77FB79";"";"class";"";"";"Solitair vegetatieobject of lijn- of vlakvormige groep gelijksoortige vegetatieobjecten met een beperkte omvang.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1037";"Veld";"Veld";"0f53081c-01f9-4c0a-b049-77d310a0ea33";"EAID_D1889096_CC76_48a8_A9DF_8151FFF1E0AC";"business-object";"class";"business-object";"Een stuk land dat speciaal voor het bedrijven van een veldsport gereedgemaakt is";"Een stuk land dat speciaal voor het bedrijven van een veldsport gereedgemaakt is";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0f53081c-01f9-4c0a-b049-77d310a0ea33";"";"";"5 Sport, Cultuur en Recreatie > Sport";"";"09072026-00:43:48"
"1038";"";"VerblijfBuitenland";"";"EAID_E3567219_5744_4b70_901D_BAEBD8FF4947";"";"class";"";"";"De gegevens over het verblijf in het buitenland";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1039";"";"VerblijfBuitenlandSubject";"";"EAID_19BA2B32_7BC5_41be_A352_21C41423C4B2";"";"class";"";"";"De gegevens over het verblijf in het buitenland";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1040";"";"VerblijfadresIngeschrevenNatuurlijkPersoon";"";"EAID_E5E010C2_C1F3_4986_AA9A_C71C19263606";"";"class";"";"";"De gegevens over het verblijf en adres van de INGESCHREVEN NATUURLIJK PERSOON";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1041";"";"VerblijfadresIngeschrevenPersoon";"";"EAID_F6DAC299_3F19_45c6_BFFE_EB38C1C51459";"";"class";"";"";"De gegevens over het verblijf en adres van de INGESCHREVEN PERSOON";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1042";"Verblijfplaats AZC";"Verblijfplaats AZC";"";"EAID_40C9655E_15CF_4b46_8B59_FD8D4CBC57B5";"business-object";"class";"";"";"Verblijfplaats AZC is de formele verblijfslocatie van een asielgerechtigde of inburgeringsplichtige binnen een Asielzoekerscentrum (AZC), beheerd door het Centraal Orgaan opvang Asielzoekers (COA), voorafgaand aan of tijdens het inburgeringstraject.";"";"•	In het kader van de Wet inburgering 2021 begint de inburgeringsplicht voor statushouders op het moment dat zij worden ingeschreven in de BRP van een gemeente, meestal na uitstroom uit het AZC.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3f04329f-7828-4b5e-b983-85a4d2dcd305";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"1043";"Verblijfsobject";"Verblijfsobject";"";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"";"class";"business-object";"Kleinste binnen een of meer panden gelegen eenheid van gebruik, ontsloten via een eigen afsluitbare toegang, met een of meer gebruiksdoelen, geregistreerd in de BAG.";"Een verblijfsobject is een kleinste binnen &#233;&#233;n of meer panden gelegen en voor woon-, bedrijfsmatige, of recreatieve doeleinden geschikte eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is. Beschrijving: Een verblijfsobject is een ruimte in 1 of meer panden en voldoet aan de volgende eisen: kan worden gebruikt om in te wonen, een bedrijf in te hebben of om voor plezier in te verblijven, is bereikbaar via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, kan worden gekocht en verkocht, kan helemaal zelf worden gebruikt voor het doel dat ervoor is gegeven. Deze eisen voor verblijfsobjecten worden toegelicht in de Catalogus BAG 2018. Een verblijfsobject krijgt een adres.";"";"";"";"";"";"";"";"";"";"99 Kern > BAG";"";"09072026-00:43:48"
"1044";"Verblijfsobject";"Verblijfsobject";"67a1d348-4663-4a34-8b6a-06b3ea888a9d";"EAID_A33151CE_37B2_4026_B0AF_B541687B5B7C";"business-object";"class";"business-object";"Kleinste binnen een of meer panden gelegen eenheid van gebruik, ontsloten via een eigen afsluitbare toegang, met een of meer gebruiksdoelen, geregistreerd in de BAG.";"De kleinste binnen één of meer panden gelegen en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is.";"";"Zie de catalogus BAG.";"";"";"BAG";"";"https://gemmaonline.nl/index.php/GEMMA/id-67a1d348-4663-4a34-8b6a-06b3ea888a9d";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1045";"";"VerblijfsrechtIngeschrevenNatuurlijkPersoon";"";"EAID_0DC6F150_CF59_4376_A5F0_E0B600BE4C53";"";"class";"";"";"De gegevens om het verblijfsrecht vast te leggen.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1046";"Verblijfstitel";"Verblijfstitel";"fd0e38fd-ce78-454e-9d27-268a9e15ca40";"EAID_A660422D_E9ED_47c9_9978_480E57572775";"business-object";"class";"";"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is o";"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is onvoldoende om volgorde en geldigheid in tijd correct te bepalen";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-fd0e38fd-ce78-454e-9d27-268a9e15ca40";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1047";"";"Verblijfstitel";"";"EAID_0F51B100_1C60_4d54_9B60_1C9BF9C856A2";"";"class";"";"";"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1048";"";"Verbroken relatie";"";"EAID_273AA921_78AD_0107_6D04_2791C07149E9";"";"class";"";"";"*Verbroken relatie* is een subtype van **Reden aanvraag** binnen het GBI-Ontologiemodel dat aangeeft dat een persoon een inkomensdienst aanvraagt doordat **de (huwelijkse/samenlevings)relatie is beëindigd**, met financiële gevolgen voor het levensonderhoud.";"";"In het GBI-model *Reden aanvraag* representeert *Verbroken relatie* een specifieke reden waarom iemand inkomensondersteuning aanvraagt, namelijk omdat het beëindigen van een relatie (bijvoorbeeld echtscheiding of einde van een geregistreerd partnerschap/samenwoning) **heeft geleid tot verlies van inkomen of verandering in de huishoudsituatie**. Deze situatie kan het inkomen aanzienlijk verlagen en zo de noodzaak creëren voor een aanvraag van inkomensvoorziening, zoals bijstand. Het begrip wordt administratief gebruikt om **de achtergrond van de aanvraag gestructureerd vast te leggen**.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"1049";"Vergadering";"Vergadering";"ea768404-3043-48bc-b0dc-143abc8806d6";"EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B";"business-object";"class";"business-object";"Formele bijeenkomst van de gemeenteraad, een raadscommissie of het college, met agenda, registratie van aanwezigheid en besluitenlijst.";"Een bijeenkomst van meerdere mensen (meestal van eenzelfde organisatie) die met elkaar spreken en/of afspraken maken over de gemeenschappelijke toekomst.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-ea768404-3043-48bc-b0dc-143abc8806d6";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"1050";"";"Vergoeding";"";"EAID_1FCFBA02_5BAC_6978_BF60_293A629C6FC3";"";"class";"";"";"Een persoon kan inkomsten hebben uit vergoedingen als voor maaltijden, onkosten of reizen";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1051";"";"Vergoeding in natura";"";"EAID_247066AC_FBF9_A511_B717_293A77808921";"";"class";"";"";"Een persoon kan inkomsten hebben uit vergoeding in natura.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1052";"Verhardingsobject";"Verhardingsobject";"a1a1d3ab-366d-4395-be52-b8d918614585";"EAID_47F12418_C5F8_44E0_8EC6_3D0C5993372";"business-object";"class";"business-object";"Verhard oppervlak in de openbare ruimte — rijbaan, fietspad, voetpad of parkeervak — dat de gemeente beheert en onderhoudt.";"Verharde lagen van een weglichaam, speel- en sportondergronden en onbegroeid terreindelen inclusief de fundering.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-a1a1d3ab-366d-4395-be52-b8d918614585";"";"Rijbaan, Fietspad, Voetpad, Parkeervak, Asfaltverharding, Betonverharding, Elementenverharding";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1053";"Verhuurbare Eenheid";"Verhuurbaar Eenheid";"31dcb0af-e9f1-44e1-8d5a-278f887fa9e7";"EAID_98A7AE65_A061_449a_94CD_6218069CA86A";"business-object";"class";"business-object";"Een Verhuurbare Eenheid (VHE) is een eenheid die individueel verhuurbaar is. Verhuurbaar komt voort uit 'exploitatie'.";"Een Verhuurbare Eenheid (VHE) is een eenheid die individueel verhuurbaar is. Verhuurbaar komt voort uit 'exploitatie'";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-31dcb0af-e9f1-44e1-8d5a-278f887fa9e7";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
